  0.0000000e+000  0.0000000e+000
  2.4543693e-002 -7.4651435e-017
  4.9087385e-002 -6.9345870e-017
  7.3631078e-002 -1.2090257e-016
  9.8174770e-002 -1.4758957e-016
  1.2271846e-001 -9.4564169e-017
  1.4726216e-001 -8.0770634e-017
  1.7180585e-001 -1.6816117e-016
  1.9634954e-001 -7.0706402e-017
  2.2089323e-001 -8.3059625e-017
  2.4543693e-001 -1.2843108e-016
  2.6998062e-001 -1.4775190e-016
  2.9452431e-001 -1.1955756e-016
  3.1906800e-001 -7.4543726e-017
  3.4361170e-001 -1.1162104e-016
  3.6815539e-001 -9.4436311e-017
  3.9269908e-001 -1.0844595e-016
  4.1724277e-001 -1.4625869e-016
  4.4178647e-001  4.1470058e-017
  4.6633016e-001 -8.9169485e-017
  4.9087385e-001 -7.1274453e-017
  5.1541754e-001 -2.6656673e-017
  5.3996124e-001 -3.5063911e-017
  5.6450493e-001 -2.1595844e-017
  5.8904862e-001 -1.2041099e-016
  6.1359232e-001 -2.2844405e-017
  6.3813601e-001 -9.4248547e-017
  6.6267970e-001 -7.6468281e-017
  6.8722339e-001  7.8731719e-018
  7.1176709e-001  1.6568912e-018
  7.3631078e-001 -4.9701191e-017
  7.6085447e-001 -1.6392303e-016
  7.8539816e-001 -6.5035359e-017
  8.0994186e-001  2.0875217e-017
  8.3448555e-001 -1.6111688e-017
  8.5902924e-001  3.8191106e-017
  8.8357293e-001 -1.3764015e-016
  9.0811663e-001 -5.1704143e-017
  9.3266032e-001 -1.4057707e-016
  9.5720401e-001 -9.8184178e-017
  9.8174770e-001 -1.3033612e-016
  1.0062914e+000 -1.8504847e-016
  1.0308351e+000 -3.7328122e-017
  1.0553788e+000 -1.1366644e-016
  1.0799225e+000 -1.1535045e-016
  1.1044662e+000 -1.1531094e-016
  1.1290099e+000 -1.6441610e-016
  1.1535536e+000 -9.2077475e-017
  1.1780972e+000 -2.5001551e-016
  1.2026409e+000 -2.0806500e-016
  1.2271846e+000 -1.6442505e-016
  1.2517283e+000 -2.2273013e-016
  1.2762720e+000 -1.6902653e-016
  1.3008157e+000 -2.6756460e-016
  1.3253594e+000 -2.5075226e-016
  1.3499031e+000 -2.7902407e-016
  1.3744468e+000 -2.7373908e-016
  1.3989905e+000 -3.2776352e-016
  1.4235342e+000 -3.4499584e-016
  1.4480779e+000 -3.2054065e-016
  1.4726216e+000 -3.4759966e-016
  1.4971652e+000 -3.9800039e-016
  1.5217089e+000 -3.9614845e-016
  1.5462526e+000 -3.8897988e-016
  1.5707963e+000  0.0000000e+000
  1.5953400e+000 -7.9489561e-018
  1.6198837e+000 -3.3906940e-017
  1.6444274e+000 -1.9828230e-017
  1.6689711e+000 -5.4893152e-017
  1.6935148e+000 -9.4766815e-017
  1.7180585e+000 -3.9921656e-017
  1.7426022e+000 -4.3403091e-017
  1.7671459e+000 -4.8516963e-017
  1.7916896e+000 -9.9918672e-017
  1.8162333e+000 -6.6591668e-017
  1.8407769e+000 -9.8291924e-017
  1.8653206e+000 -2.2391432e-016
  1.8898643e+000 -2.3225881e-016
  1.9144080e+000 -1.8776073e-016
  1.9389517e+000 -2.3280090e-016
  1.9634954e+000 -2.6226901e-016
  1.9880391e+000 -3.8004199e-016
  2.0125828e+000 -1.9233263e-016
  2.0371265e+000 -2.4236496e-016
  2.0616702e+000 -4.4645669e-016
  2.0862139e+000 -3.2604265e-016
  2.1107576e+000 -3.7139361e-016
  2.1353013e+000 -3.9748850e-016
  2.1598449e+000 -5.5182325e-016
  2.1843886e+000 -3.8676015e-016
  2.2089323e+000 -4.4305173e-016
  2.2334760e+000 -3.7664641e-016
  2.2580197e+000 -4.6492664e-016
  2.2825634e+000 -6.3752949e-016
  2.3071071e+000 -2.4224925e-016
  2.3316508e+000 -2.4387403e-016
  2.3561945e+000 -4.7381731e-016
  2.3807382e+000 -5.2953854e-016
  2.4052819e+000 -5.5838646e-016
  2.4298256e+000 -9.4779662e-016
  2.4543693e+000 -8.6950502e-016
  2.4789130e+000 -3.9495796e-016
  2.5034566e+000 -7.1555500e-016
  2.5280003e+000 -5.7781710e-016
  2.5525440e+000 -1.1478363e-015
  2.5770877e+000 -5.1064223e-016
  2.6016314e+000 -4.5843456e-016
  2.6261751e+000 -5.9871556e-016
  2.6507188e+000 -9.0859586e-016
  2.6752625e+000  4.5322473e-016
  2.6998062e+000 -3.2159926e-016
  2.7243499e+000 -1.8887202e-016
  2.7488936e+000 -1.0796122e-015
  2.7734373e+000  5.5591048e-016
  2.7979810e+000 -6.9375630e-016
  2.8225246e+000 -1.5423919e-015
  2.8470683e+000  1.7610978e-015
  2.8716120e+000  2.0802343e-015
  2.8961557e+000  3.7504950e-015
  2.9206994e+000  1.4066606e-015
  2.9452431e+000  8.2748940e-015
  2.9697868e+000  1.0865941e-014
  2.9943305e+000  6.3816759e-015
  3.0188742e+000  1.5846404e-014
  3.0434179e+000  3.5560181e-014
  3.0679616e+000  3.9616606e-014
  3.0925053e+000  1.7136649e-013
  3.1170490e+000  6.1433074e-013
