  0.0000000e+000  0.0000000e+000
  2.4543693e-002 -1.2271846e-002
  4.9087385e-002 -2.4543693e-002
  7.3631078e-002 -3.6815539e-002
  9.8174770e-002 -4.9087385e-002
  1.2271846e-001 -6.1359232e-002
  1.4726216e-001 -7.3631078e-002
  1.7180585e-001 -8.5902924e-002
  1.9634954e-001 -9.8174770e-002
  2.2089323e-001 -1.1044662e-001
  2.4543693e-001 -1.2271846e-001
  2.6998062e-001 -1.3499031e-001
  2.9452431e-001 -1.4726216e-001
  3.1906800e-001 -1.5953400e-001
  3.4361170e-001 -1.7180585e-001
  3.6815539e-001 -1.8407769e-001
  3.9269908e-001 -1.9634954e-001
  4.1724277e-001 -2.0862139e-001
  4.4178647e-001 -2.2089323e-001
  4.6633016e-001 -2.3316508e-001
  4.9087385e-001 -2.4543693e-001
  5.1541754e-001 -2.5770877e-001
  5.3996124e-001 -2.6998062e-001
  5.6450493e-001 -2.8225246e-001
  5.8904862e-001 -2.9452431e-001
  6.1359232e-001 -3.0679616e-001
  6.3813601e-001 -3.1906800e-001
  6.6267970e-001 -3.3133985e-001
  6.8722339e-001 -3.4361170e-001
  7.1176709e-001 -3.5588354e-001
  7.3631078e-001 -3.6815539e-001
  7.6085447e-001 -3.8042724e-001
  7.8539816e-001 -3.9269908e-001
  8.0994186e-001 -4.0497093e-001
  8.3448555e-001 -4.1724277e-001
  8.5902924e-001 -4.2951462e-001
  8.8357293e-001 -4.4178647e-001
  9.0811663e-001 -4.5405831e-001
  9.3266032e-001 -4.6633016e-001
  9.5720401e-001 -4.7860201e-001
  9.8174770e-001 -4.9087385e-001
  1.0062914e+000 -5.0314570e-001
  1.0308351e+000 -5.1541754e-001
  1.0553788e+000 -5.2768939e-001
  1.0799225e+000 -5.3996124e-001
  1.1044662e+000 -5.5223308e-001
  1.1290099e+000 -5.6450493e-001
  1.1535536e+000 -5.7677678e-001
  1.1780972e+000 -5.8904862e-001
  1.2026409e+000 -6.0132047e-001
  1.2271846e+000 -6.1359232e-001
  1.2517283e+000 -6.2586416e-001
  1.2762720e+000 -6.3813601e-001
  1.3008157e+000 -6.5040785e-001
  1.3253594e+000 -6.6267970e-001
  1.3499031e+000 -6.7495155e-001
  1.3744468e+000 -6.8722339e-001
  1.3989905e+000 -6.9949524e-001
  1.4235342e+000 -7.1176709e-001
  1.4480779e+000 -7.2403893e-001
  1.4726216e+000 -7.3631078e-001
  1.4971652e+000 -7.4858262e-001
  1.5217089e+000 -7.6085447e-001
  1.5462526e+000 -7.7312632e-001
  1.5707963e+000 -7.8539816e-001
  1.5953400e+000 -7.9767001e-001
  1.6198837e+000 -8.0994186e-001
  1.6444274e+000 -8.2221370e-001
  1.6689711e+000 -8.3448555e-001
  1.6935148e+000 -8.4675739e-001
  1.7180585e+000 -8.5902924e-001
  1.7426022e+000 -8.7130109e-001
  1.7671459e+000 -8.8357293e-001
  1.7916896e+000 -8.9584478e-001
  1.8162333e+000 -9.0811663e-001
  1.8407769e+000 -9.2038847e-001
  1.8653206e+000 -9.3266032e-001
  1.8898643e+000 -9.4493217e-001
  1.9144080e+000 -9.5720401e-001
  1.9389517e+000 -9.6947586e-001
  1.9634954e+000 -9.8174770e-001
  1.9880391e+000 -9.9401955e-001
  2.0125828e+000 -1.0062914e+000
  2.0371265e+000 -1.0185632e+000
  2.0616702e+000 -1.0308351e+000
  2.0862139e+000 -1.0431069e+000
  2.1107576e+000 -1.0553788e+000
  2.1353013e+000 -1.0676506e+000
  2.1598449e+000 -1.0799225e+000
  2.1843886e+000 -1.0921943e+000
  2.2089323e+000 -1.1044662e+000
  2.2334760e+000 -1.1167380e+000
  2.2580197e+000 -1.1290099e+000
  2.2825634e+000 -1.1412817e+000
  2.3071071e+000 -1.1535536e+000
  2.3316508e+000 -1.1658254e+000
  2.3561945e+000 -1.1780972e+000
  2.3807382e+000 -1.1903691e+000
  2.4052819e+000 -1.2026409e+000
  2.4298256e+000 -1.2149128e+000
  2.4543693e+000 -1.2271846e+000
  2.4789130e+000 -1.2394565e+000
  2.5034566e+000 -1.2517283e+000
  2.5280003e+000 -1.2640002e+000
  2.5525440e+000 -1.2762720e+000
  2.5770877e+000 -1.2885439e+000
  2.6016314e+000 -1.3008157e+000
  2.6261751e+000 -1.3130876e+000
  2.6507188e+000 -1.3253594e+000
  2.6752625e+000 -1.3376312e+000
  2.6998062e+000 -1.3499031e+000
  2.7243499e+000 -1.3621749e+000
  2.7488936e+000 -1.3744468e+000
  2.7734373e+000 -1.3867186e+000
  2.7979810e+000 -1.3989905e+000
  2.8225246e+000 -1.4112623e+000
  2.8470683e+000 -1.4235342e+000
  2.8716120e+000 -1.4358060e+000
  2.8961557e+000 -1.4480779e+000
  2.9206994e+000 -1.4603497e+000
  2.9452431e+000 -1.4726216e+000
  2.9697868e+000 -1.4848934e+000
  2.9943305e+000 -1.4971652e+000
  3.0188742e+000 -1.5094371e+000
  3.0434179e+000 -1.5217089e+000
  3.0679616e+000 -1.5339808e+000
  3.0925053e+000 -1.5462526e+000
  3.1170490e+000 -1.5585245e+000
