  0.0000000e+000  1.1487578e+001
  1.0000000e+000  1.0867608e+001
  2.0000000e+000  1.0293573e+001
  3.0000000e+000  9.7719870e+000
  4.0000000e+000  9.2792643e+000
  5.0000000e+000  8.8012116e+000
  6.0000000e+000  8.3275039e+000
  7.0000000e+000  7.8490974e+000
  8.0000000e+000  7.3564037e+000
  9.0000000e+000  6.8370426e+000
  1.0000000e+001  6.2712724e+000
  1.1000000e+001  5.6175168e+000
  1.2000000e+001  4.7028261e+000
  1.3000000e+001  3.8520567e+000
  1.4000000e+001  3.3979062e+000
  1.5000000e+001  3.0669314e+000
  1.6000000e+001  2.8059622e+000
  1.7000000e+001  2.5915238e+000
  1.8000000e+001  2.4105757e+000
  1.9000000e+001  2.2549575e+000
  2.0000000e+001  2.1191685e+000
  2.1000000e+001  1.9993048e+000
  2.2000000e+001  1.8924889e+000
  2.3000000e+001  1.7965362e+000
  2.4000000e+001  1.7097491e+000
  2.5000000e+001  1.6307825e+000
  2.6000000e+001  1.5585533e+000
  2.7000000e+001  1.4921773e+000
  2.8000000e+001  1.4309241e+000
  2.9000000e+001  1.3741837e+000
  3.0000000e+001  1.3214421e+000
  3.1000000e+001  1.2722629e+000
  3.2000000e+001  1.2262722e+000
  3.3000000e+001  1.1831482e+000
  3.4000000e+001  1.1426117e+000
  3.5000000e+001  1.1044194e+000
  3.6000000e+001  1.0683580e+000
  3.7000000e+001  1.0342400e+000
  3.8000000e+001  1.0018993e+000
  3.9000000e+001  9.7118871e-001
  4.0000000e+001  9.4197684e-001
  4.1000000e+001  9.1414633e-001
  4.2000000e+001  8.8759183e-001
  4.3000000e+001  8.6221854e-001
  4.4000000e+001  8.3794087e-001
  4.5000000e+001  8.1468134e-001
  4.6000000e+001  7.9236967e-001
  4.7000000e+001  7.7094187e-001
  4.8000000e+001  7.5033962e-001
  4.9000000e+001  7.3050961e-001
  5.0000000e+001  7.1140301e-001
  5.1000000e+001  6.9297501e-001
  5.2000000e+001  6.7518441e-001
  5.3000000e+001  6.5799324e-001
  5.4000000e+001  6.4136647e-001
  5.5000000e+001  6.2527173e-001
  5.6000000e+001  6.0967903e-001
  5.7000000e+001  5.9456056e-001
  5.8000000e+001  5.7989050e-001
  5.9000000e+001  5.6564484e-001
  6.0000000e+001  5.5180120e-001
  6.1000000e+001  5.3833873e-001
  6.2000000e+001  5.2523795e-001
  6.3000000e+001  5.1248064e-001
  6.4000000e+001  5.0004977e-001
  6.5000000e+001  4.8792935e-001
  6.6000000e+001  4.7610441e-001
  6.7000000e+001  4.6456086e-001
  6.8000000e+001  4.5328548e-001
  6.9000000e+001  4.4226581e-001
  7.0000000e+001  4.3149014e-001
  7.1000000e+001  4.2094740e-001
  7.2000000e+001  4.1062716e-001
  7.3000000e+001  4.0051958e-001
  7.4000000e+001  3.9061534e-001
  7.5000000e+001  3.8090565e-001
  7.6000000e+001  3.7138217e-001
  7.7000000e+001  3.6203701e-001
  7.8000000e+001  3.5286269e-001
  7.9000000e+001  3.4385215e-001
  8.0000000e+001  3.3499865e-001
  8.1000000e+001  3.2629582e-001
  8.2000000e+001  3.1773763e-001
  8.3000000e+001  3.0931835e-001
  8.4000000e+001  3.0103253e-001
  8.5000000e+001  2.9287502e-001
  8.6000000e+001  2.8484093e-001
  8.7000000e+001  2.7692565e-001
  8.8000000e+001  2.6912481e-001
  8.9000000e+001  2.6143429e-001
  9.0000000e+001  2.5385021e-001
  9.1000000e+001  2.4636893e-001
  9.2000000e+001  2.3898708e-001
  9.3000000e+001  2.3170150e-001
  9.4000000e+001  2.2450933e-001
  9.5000000e+001  2.1740795e-001
  9.6000000e+001  2.1039505e-001
  9.7000000e+001  2.0346864e-001
  9.8000000e+001  1.9662706e-001
  9.9000000e+001  1.8986909e-001
  1.0000000e+002  1.8319396e-001
  1.0100000e+002  1.7660150e-001
  1.0200000e+002  1.7009221e-001
  1.0300000e+002  1.6366746e-001
  1.0400000e+002  1.5732976e-001
  1.0500000e+002  1.5108310e-001
  1.0600000e+002  1.4493346e-001
  1.0700000e+002  1.3888964e-001
  1.0800000e+002  1.3296451e-001
  1.0900000e+002  1.2717704e-001
  1.1000000e+002  1.2155587e-001
  1.1100000e+002  1.1614582e-001
  1.1200000e+002  1.1102106e-001
  1.1300000e+002  1.0631519e-001
  1.1400000e+002  1.0230403e-001
  1.1500000e+002  9.9726853e-002
  1.1600000e+002  1.0347894e-001
  1.1700000e+002  1.0362106e-001
  1.1800000e+002  9.5400606e-002
  1.1900000e+002  8.4084321e-002
  1.2000000e+002  7.1361210e-002
  1.2100000e+002  5.8207082e-002
  1.2200000e+002  4.5311542e-002
  1.2300000e+002  3.3219517e-002
  1.2400000e+002  2.2395016e-002
  1.2500000e+002  1.3256771e-002
  1.2600000e+002  6.2032660e-003
  1.2700000e+002  1.6368066e-003
