  0.0000000e+000  3.1012751e+000
  1.0000000e+000  2.9443622e+000
  2.0000000e+000  2.7947791e+000
  3.0000000e+000  2.6556983e+000
  4.0000000e+000  2.5217677e+000
  5.0000000e+000  2.3896707e+000
  6.0000000e+000  2.2569087e+000
  7.0000000e+000  2.1212106e+000
  8.0000000e+000  1.9801043e+000
  9.0000000e+000  1.8303794e+000
  1.0000000e+001  1.6670211e+000
  1.1000000e+001  1.4800159e+000
  1.2000000e+001  1.2337634e+000
  1.3000000e+001  1.0107508e+000
  1.4000000e+001  9.0255215e-001
  1.5000000e+001  8.2589328e-001
  1.6000000e+001  7.6693492e-001
  1.7000000e+001  7.1971518e-001
  1.8000000e+001  6.8096539e-001
  1.9000000e+001  6.4865966e-001
  2.0000000e+001  6.2144440e-001
  2.1000000e+001  5.9836808e-001
  2.2000000e+001  5.7873722e-001
  2.3000000e+001  5.6203294e-001
  2.4000000e+001  5.4785954e-001
  2.5000000e+001  5.3591131e-001
  2.6000000e+001  5.2595035e-001
  2.7000000e+001  5.1779133e-001
  2.8000000e+001  5.1129074e-001
  2.9000000e+001  5.0633945e-001
  3.0000000e+001  5.0285725e-001
  3.1000000e+001  5.0078925e-001
  3.2000000e+001  5.0010343e-001
  3.3000000e+001  5.0078925e-001
  3.4000000e+001  5.0285725e-001
  3.5000000e+001  5.0633945e-001
  3.6000000e+001  5.1129074e-001
  3.7000000e+001  5.1779133e-001
  3.8000000e+001  5.2595035e-001
  3.9000000e+001  5.3591131e-001
  4.0000000e+001  5.4785954e-001
  4.1000000e+001  5.6203294e-001
  4.2000000e+001  5.7873722e-001
  4.3000000e+001  5.9836808e-001
  4.4000000e+001  6.2144440e-001
  4.5000000e+001  6.4865966e-001
  4.6000000e+001  6.8096539e-001
  4.7000000e+001  7.1971518e-001
  4.8000000e+001  7.6693492e-001
  4.9000000e+001  8.2589328e-001
  5.0000000e+001  9.0255215e-001
  5.1000000e+001  1.0107508e+000
  5.2000000e+001  1.2337634e+000
  5.3000000e+001  1.4800159e+000
  5.4000000e+001  1.6670211e+000
  5.5000000e+001  1.8303794e+000
  5.6000000e+001  1.9801043e+000
  5.7000000e+001  2.1212106e+000
  5.8000000e+001  2.2569087e+000
  5.9000000e+001  2.3896707e+000
  6.0000000e+001  2.5217677e+000
  6.1000000e+001  2.6556983e+000
  6.2000000e+001  2.7947791e+000
  6.3000000e+001  2.9443622e+000
  6.4000000e+001  3.1012751e+000
  6.5000000e+001  2.9443622e+000
  6.6000000e+001  2.7947791e+000
  6.7000000e+001  2.6556983e+000
  6.8000000e+001  2.5217677e+000
  6.9000000e+001  2.3896707e+000
  7.0000000e+001  2.2569087e+000
  7.1000000e+001  2.1212106e+000
  7.2000000e+001  1.9801043e+000
  7.3000000e+001  1.8303794e+000
  7.4000000e+001  1.6670211e+000
  7.5000000e+001  1.4800159e+000
  7.6000000e+001  1.2337634e+000
  7.7000000e+001  1.0107508e+000
  7.8000000e+001  9.0255215e-001
  7.9000000e+001  8.2589328e-001
  8.0000000e+001  7.6693492e-001
  8.1000000e+001  7.1971518e-001
  8.2000000e+001  6.8096539e-001
  8.3000000e+001  6.4865966e-001
  8.4000000e+001  6.2144440e-001
  8.5000000e+001  5.9836808e-001
  8.6000000e+001  5.7873722e-001
  8.7000000e+001  5.6203294e-001
  8.8000000e+001  5.4785954e-001
  8.9000000e+001  5.3591131e-001
  9.0000000e+001  5.2595035e-001
  9.1000000e+001  5.1779133e-001
  9.2000000e+001  5.1129074e-001
  9.3000000e+001  5.0633945e-001
  9.4000000e+001  5.0285725e-001
  9.5000000e+001  5.0078925e-001
  9.6000000e+001  5.0010343e-001
  9.7000000e+001  5.0078925e-001
  9.8000000e+001  5.0285725e-001
  9.9000000e+001  5.0633945e-001
  1.0000000e+002  5.1129074e-001
  1.0100000e+002  5.1779133e-001
  1.0200000e+002  5.2595035e-001
  1.0300000e+002  5.3591131e-001
  1.0400000e+002  5.4785954e-001
  1.0500000e+002  5.6203294e-001
  1.0600000e+002  5.7873722e-001
  1.0700000e+002  5.9836808e-001
  1.0800000e+002  6.2144440e-001
  1.0900000e+002  6.4865966e-001
  1.1000000e+002  6.8096539e-001
  1.1100000e+002  7.1971518e-001
  1.1200000e+002  7.6693492e-001
  1.1300000e+002  8.2589328e-001
  1.1400000e+002  9.0255215e-001
  1.1500000e+002  1.0107508e+000
  1.1600000e+002  1.2337634e+000
  1.1700000e+002  1.4800159e+000
  1.1800000e+002  1.6670211e+000
  1.1900000e+002  1.8303794e+000
  1.2000000e+002  1.9801043e+000
  1.2100000e+002  2.1212106e+000
  1.2200000e+002  2.2569087e+000
  1.2300000e+002  2.3896707e+000
  1.2400000e+002  2.5217677e+000
  1.2500000e+002  2.6556983e+000
  1.2600000e+002  2.7947791e+000
  1.2700000e+002  2.9443622e+000
